DRAW NO,PROCESS SEQ,PROCESS,PLAN PRC,WAIT PRC,MATERIAL,DELETE,STATUS1,STATUS2,STATUS3,DESCRIPTION,NOTE 1,NOTE 2,CREATION DATE,CREATION TIME,CREATION OPERATOR,MAINTENANCE DATE,MAINTENANCE TIME,MAINTENANCE OPERATOR
R155561             ,3,MC1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R155561             ,4,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R155561             ,5,GS1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R155561             ,6,GR1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R155561             ,7,EN1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R155561             ,8,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,152709,VDM169S1  ,0,0,          
R129861             ,1,GS1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,154839,VDM169S1  ,0,0,          
R129861             ,2,GC1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,154839,VDM169S1  ,0,0,          
R129861             ,3,GS2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,154839,VDM169S1  ,0,0,          
R129861             ,4,AF1,5,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,154839,VDM169S1  ,0,0,          
R174947             ,1,AA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,2,MA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,3,BJ1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,4,DA1,15,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,5,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,6,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,7,EW1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,8,EN1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,9,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
R174947             ,10,AB1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231013,160423,VDM169S1  ,0,0,          
S889985             ,1,LA1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145631,VDM169S1  ,0,0,          
S889985             ,2,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145631,VDM169S1  ,0,0,          
S889985             ,3,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145631,VDM169S1  ,0,0,          
S891690             ,1,LA1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S891690             ,2,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S891690             ,3,GR1,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S891690             ,4,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S891690             ,5,GP1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S891690             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145746,VDM169S1  ,0,0,          
S862629             ,1,LA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,145850,VDM169S1  ,0,0,          
S764875             ,1,AA1,15,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,2,MA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,3,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,4,MC1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,5,EW1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S764875             ,7,AB1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150027,VDM169S1  ,0,0,          
S606405             ,1,GR1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150134,VDM169S1  ,0,0,          
S606405             ,2,GS1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150134,VDM169S1  ,0,0,          
S606405             ,3,GC1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150134,VDM169S1  ,0,0,          
S606405             ,4,GP1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150134,VDM169S1  ,0,0,          
S606405             ,5,GS2,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150134,VDM169S1  ,0,0,          
R418545             ,1,AA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,2,MA1,25,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,3,BJ1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,4,DA1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,5,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,6,GS1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,7,EW1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R418545             ,8,AF1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150312,VDM169S1  ,0,0,          
R040701             ,1,AA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,2,MA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,3,BJ1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,4,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,5,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,6,EN1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,7,EW1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,8,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
R040701             ,9,AB1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150506,VDM169S1  ,0,0,          
S762340             ,1,LA1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150649,VDM169S1  ,0,0,          
S762340             ,2,GR1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150649,VDM169S1  ,0,0,          
S762340             ,3,BJ1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150649,VDM169S1  ,0,0,          
S762340             ,4,AB1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,150649,VDM169S1  ,0,0,          
R418584             ,1,LA1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,2,BJ1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,3,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,4,EW1,500,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,5,GR1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,6,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R418584             ,7,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,151158,VDM169S1  ,0,0,          
R074335             ,1,AA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,152646,VDM169S1  ,0,0,          
R074335             ,2,MA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,152646,VDM169S1  ,0,0,          
R074335             ,3,BJ1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,152646,VDM169S1  ,0,0,          
R074335             ,4,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,152646,VDM169S1  ,0,0,          
R074335             ,5,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,152646,VDM169S1  ,0,0,          
S418156             ,1,LA1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,2,BJ1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,3,DA1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,4,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,5,GR1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,6,GJ1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,7,GS1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,8,GP1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,9,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S418156             ,10,AL1,5,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153238,VDM169S1  ,0,0,          
S458706             ,1,LA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153357,VDM169S1  ,0,0,          
S458706             ,2,BJ1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153357,VDM169S1  ,0,0,          
S458706             ,3,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231014,153357,VDM169S1  ,0,0,          
R103518             ,5,EN1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,94950,VDM164S1  ,0,0,          
R177561             ,8,GP1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,95817,VDM164S1  ,0,0,          
S253105             ,1,LA1,50,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,2,MC1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,3,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,4,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,5,GR1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,6,EW1,180,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,7,EN1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,8,GS2,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S253105             ,9,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113254,VDM169S1  ,0,0,          
S440451             ,1,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113356,VDM169S1  ,0,0,          
S743794             ,1,ED1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113458,VDM169S1  ,0,0,          
S758359             ,1,AA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,2,MA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,3,BJ1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,4,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,5,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,6,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,7,WG1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,8,GS2,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,9,EW2,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,10,EN1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S758359             ,11,AF1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,113717,VDM169S1  ,0,0,          
S935566             ,1,LA1,60,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,2,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,3,ED1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,4,EW1,120,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,5,GR1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,6,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,7,GP1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,8,EN1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935566             ,9,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114154,VDM169S1  ,0,0,          
S935568             ,1,EW1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
S935568             ,2,GS1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
S935568             ,3,ED1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
S935568             ,4,EW2,200,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
S935568             ,5,GP1,75,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
S935568             ,6,EN1,90,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114313,VDM169S1  ,0,0,          
R003295             ,1,AA1,15,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114502,VDM169S1  ,0,0,          
R003295             ,2,MA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114502,VDM169S1  ,0,0,          
R003295             ,3,BJ1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114502,VDM169S1  ,0,0,          
R003295             ,4,AB1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114502,VDM169S1  ,0,0,          
R123744             ,1,LA1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,2,BJ1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,3,HT1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,4,GR1,40,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,5,GS1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,6,AF1,10,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,7,KA1,1,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
R123744             ,8,LT1,1,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114610,VDM169S1  ,0,0,          
S031926             ,1,AA1,15,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114800,VDM169S1  ,0,0,          
S031926             ,2,MA1,20,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114800,VDM169S1  ,0,0,          
S031926             ,3,BJ1,30,0, , , , , ,                              ,                                                                                                    ,                                                                                                    ,20231017,114800,VDM169S1  ,0,0,          
